id,systems,source,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,hp,hp_formula,speed,str,dex,con,int,wis,cha,cr,senses,languages,skills
sphinx-of-wonder,5.5e,SRD,Sphinx of Wonder,,"_Tiny Celestial, Lawful Good_
**AC** 13 **Initiative** +3 (13) 
**HP** 24 (7d4 + 7) 
**Speed** 20 ft., Fly 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 6 
 −2 
 −2 
 DEX 
 17 
 +3 
 +3 
 CON 
 13 
 +1 
 +1 
 
 
 INT 
 15 
 +2 
 +2 
 WIS 
 12 
 +1 
 +1 
 CHA 
 11 
 +0 
 +0 
 
 
 
**Skills** Arcana +4, Religion +4, Stealth +5 
**Resistances** Necrotic, Psychic, Radiant 
**Senses** Darkvision 60 ft.; Passive Perception 11 
**Languages** Celestial, Common 
**CR** 1 (XP 200; PB +2)
#### Traits
 
**_Magic Resistance._** The sphinx has Advantage on saving throws against spells and other magical effects.
#### Actions
 
**_Rend._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 5 (1d4 + 3) Slashing damage plus 7 (2d6) Radiant damage.
#### Reactions
 
**_Burst of Ingenuity (2/Day)._** _Trigger:_ The sphinx or another creature within 30 feet makes an ability check or a saving throw. _Response:_ The sphinx adds 2 to the roll.
### Sphinx of Lore",,,tiny,celestial,Lawful Good,13,24,7d4 + 7,"20 ft., Fly 40 ft.",6,17,13,15,12,11,1,Darkvision 60 ft.; Passive Perception 11,"Celestial, Common","Arcana +4, Religion +4, Stealth +5"
sphinx-of-lore,5.5e,SRD,Sphinx of Lore,,"_Large Celestial, Lawful Neutral_
**AC** 17 **Initiative** +10 (20) 
**HP** 170 (20d10 + 60) 
**Speed** 40 ft., Fly 60 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 15 
 +2 
 +2 
 CON 
 16 
 +3 
 +3 
 
 
 INT 
 18 
 +4 
 +4 
 WIS 
 18 
 +4 
 +4 
 CHA 
 18 
 +4 
 +4 
 
 
 
**Skills** Arcana +12, History +12, Perception +8, Religion +12 
**Resistances** Necrotic, Radiant 
**Immunities** Psychic; Charmed, Frightened 
**Senses** Truesight 120 ft.; Passive Perception 18 
**Languages** Celestial, Common 
**CR** 11 (XP 7,200, or 8,400 in lair; PB +4)
#### Traits
 
**_Inscrutable._** No magic can observe the sphinx remotely or detect its thoughts without its permission. Wisdom (Insight) checks made to ascertain its intentions or sincerity are made with Disadvantage.
**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the sphinx fails a saving throw, it can choose to succeed instead.
#### Actions
 
**_Multiattack._** The sphinx makes three Claw attacks.
**_Claw._** _Melee Attack Roll:_ +8, reach 5 ft. _Hit:_ 14 (3d6 + 4) Slashing damage.
**_Mind-Rending Roar (Recharge 5–6)._** _Wisdom Saving Throw:_ DC 16, each enemy in a 300-foot Emanation originating from the sphinx. _Failure:_ 35 (10d6) Psychic damage, and the target has the Incapacitated condition until the start of the sphinx's next turn.
**_Spellcasting._** The sphinx casts one of the following spells, requiring no Material components and using Intelligence as the spellcasting ability (spell save DC 16): 
 **At Will:** _Detect Magic_, _Identify_, _Mage Hand_, _Minor Illusion_, _Prestidigitation_ 
 **1/Day Each:** _Dispel Magic_, _Legend Lore_, _Locate Object_, _Plane Shift_, _Remove Curse_, _Tongues_
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the sphinx can expend a use to take one of the following actions. The sphinx regains all expended uses at the start of each of its turns._
**_Arcane Prowl._** The sphinx can teleport up to 30 feet to an unoccupied space it can see, and it makes one Claw attack.
**_Weight of Years._** _Constitution Saving Throw:_ DC 16, one creature the sphinx can see within 120 feet. _Failure:_ The target gains 1 Exhaustion level. While the target has any Exhaustion levels, it appears 3d10 years older. _Failure or Success:_ The sphinx can't take this action again until the start of its next turn.
### Sphinx of Valor",,,large,celestial,Lawful Neutral,17,170,20d10 + 60,"40 ft., Fly 60 ft.",18,15,16,18,18,18,11,Truesight 120 ft.; Passive Perception 18,"Celestial, Common","Arcana +12, History +12, Perception +8, Religion +12"
sphinx-of-valor,5.5e,SRD,Sphinx of Valor,,"_Large Celestial, Lawful Neutral_
**AC** 17 **Initiative** +12 (22) 
**HP** 199 (19d10 + 95) 
**Speed** 40 ft., Fly 60 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 22 
 +6 
 +6 
 DEX 
 10 
 +0 
 +6 
 CON 
 20 
 +5 
 +11 
 
 
 INT 
 16 
 +3 
 +9 
 WIS 
 23 
 +6 
 +12 
 CHA 
 18 
 +4 
 +4 
 
 
 
**Skills** Arcana +9, Perception +12, Religion +15 
**Resistances** Necrotic, Radiant 
**Immunities** Psychic; Charmed, Frightened 
**Senses** Truesight 120 ft.; Passive Perception 22 
**Languages** Celestial, Common 
**CR** 17 (XP 18,000, or 20,000 in lair; PB +6)
#### Traits
 
**_Inscrutable._** No magic can observe the sphinx remotely or detect its thoughts without its permission. Wisdom (Insight) checks made to ascertain its intentions or sincerity are made with Disadvantage.
**_Legendary Resistance (3/Day, or 4/Day in Lair)._** If the sphinx fails a saving throw, it can choose to succeed instead.
#### Actions
 
**_Multiattack._** The sphinx makes two Claw attacks and uses Roar.
**_Claw._** _Melee Attack Roll:_ +12, reach 5 ft. _Hit:_ 20 (4d6 + 6) Slashing damage.
**_Roar (3/Day)._** The sphinx emits a magical roar. Whenever it roars, the roar has a different effect, as detailed below (the sequence resets when it takes a Long Rest):
**_First Roar._** _Wisdom Saving Throw:_ DC 20, each enemy in a 500-foot Emanation originating from the sphinx. _Failure:_ The target has the Frightened condition for 1 minute.
**_Second Roar._** _Wisdom Saving Throw:_ DC 20, each enemy in a 500-foot Emanation originating from the sphinx. _Failure:_ The target has the Paralyzed condition, and it repeats the save at the end of each of its turns, ending the effect on itself on a success. After 1 minute, it succeeds automatically.
**_Third Roar._** _Constitution Saving Throw:_ DC 20, each enemy in a 500-foot Emanation originating from the sphinx. _Failure:_ 44 (8d10) Thunder damage, and the target has the Prone condition. _Success:_ Half damage only.
**_Spellcasting._** The sphinx casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save DC 20): 
 **At Will:** _Detect Evil and Good_, _Thaumaturgy_ 
 **1/Day Each:** _Detect Magic_, _Dispel Magic_, _Greater Restoration_, _Heroes' Feast_, _Zone of Truth_
#### Legendary Actions
 
_Legendary Action Uses: 3 (4 in Lair). Immediately after another creature's turn, the sphinx can expend a use to take one of the following actions. The sphinx regains all expended uses at the start of each of its turns._
**_Arcane Prowl._** The sphinx can teleport up to 30 feet to an unoccupied space it can see, and it makes one Claw attack.
**_Weight of Years._** _Constitution Saving Throw:_ DC 16, one creature the sphinx can see within 120 feet. _Failure:_ The target gains 1 Exhaustion level. While the target has any Exhaustion levels, it appears 3d10 years older. _Failure or Success:_ The sphinx can't take this action again until the start of its next turn.
## Spirit Naga
### Spirit Naga",,,large,celestial,Lawful Neutral,17,199,19d10 + 95,"40 ft., Fly 60 ft.",22,10,20,16,23,18,17,Truesight 120 ft.; Passive Perception 22,"Celestial, Common","Arcana +9, Perception +12, Religion +15"
spirit-naga,5.5e,SRD,Spirit Naga,,"_Large Fiend, Chaotic Evil_
**AC** 17 **Initiative** +3 (13) 
**HP** 135 (18d10 + 36) 
**Speed** 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 18 
 +4 
 +4 
 DEX 
 17 
 +3 
 +6 
 CON 
 14 
 +2 
 +5 
 
 
 INT 
 16 
 +3 
 +3 
 WIS 
 15 
 +2 
 +5 
 CHA 
 16 
 +3 
 +6 
 
 
 
**Immunities** Poison; Charmed, Poisoned 
**Senses** Darkvision 60 ft.; Passive Perception 12 
**Languages** Abyssal, Common 
**CR** 8 (XP 3,900; PB +3)
#### Traits
 
**_Fiendish Restoration._** If it dies, the naga returns to life in 1d6 days and regains all its Hit Points. Only a _Wish_ spell can prevent this trait from functioning.
#### Actions
 
**_Multiattack._** The naga makes three attacks, using Bite or Necrotic Ray in any combination.
**_Bite._** _Melee Attack Roll:_ +7, reach 10 ft. _Hit:_ 7 (1d6 + 4) Piercing damage plus 14 (4d6) Poison damage.
**_Necrotic Ray._** _Ranged Attack Roll:_ +6, range 60 ft. _Hit:_ 21 (6d6) Necrotic damage.
**_Spellcasting._** The naga casts one of the following spells, requiring no Somatic or Material components and using Intelligence as the spellcasting ability (spell save DC 14): 
 **At Will:** _Detect Magic_, _Mage Hand_, _Minor Illusion_, _Water Breathing_ 
 **2/Day Each:** _Detect Thoughts_, _Dimension Door_, _Hold Person_ (level 3 version), _Lightning Bolt_ (level 4 version)
## Sprite
### Sprite",,,large,fiend,Chaotic Evil,17,135,18d10 + 36,40 ft.,18,17,14,16,15,16,8,Darkvision 60 ft.; Passive Perception 12,"Abyssal, Common",
sprite,5.5e,SRD,Sprite,,"_Tiny Fey, Neutral Good_
**AC** 15 **Initiative** +4 (14) 
**HP** 10 (4d4) 
**Speed** 10 ft., Fly 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 3 
 −4 
 −4 
 DEX 
 18 
 +4 
 +4 
 CON 
 10 
 +0 
 +0 
 
 
 INT 
 14 
 +2 
 +2 
 WIS 
 13 
 +1 
 +1 
 CHA 
 11 
 +0 
 +0 
 
 
 
**Skills** Perception +3, Stealth +8 
**Senses** Passive Perception 13 
**Languages** Common, Elvish, Sylvan 
**CR** 1/4 (XP 50; PB +2)
#### Actions
 
**_Needle Sword._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 6 (1d4 + 4) Piercing damage.
**_Enchanting Bow._** _Ranged Attack Roll:_ +6, range 40/160 ft. _Hit:_ 1 Piercing damage, and the target has the Charmed condition until the start of the sprite's next turn.
**_Heart Sight._** _Charisma Saving Throw:_ DC 10, one creature within 5 feet the sprite can see (Celestials, Fiends, and Undead automatically fail the save). _Failure:_ The sprite knows the target's emotions and alignment.
**_Invisibility._** The sprite casts _Invisibility_ on itself, requiring no spell components and using Charisma as the spellcasting ability.
## Spy
### Spy",,,tiny,fey,Neutral Good,15,10,4d4,"10 ft., Fly 40 ft.",3,18,10,14,13,11,1/4,Passive Perception 13,"Common, Elvish, Sylvan","Perception +3, Stealth +8"
spy,5.5e,SRD,Spy,,"_Medium or Small Humanoid, Neutral_
**AC** 12 **Initiative** +4 (14) 
**HP** 27 (6d8) 
**Speed** 30 ft., Climb 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 10 
 +0 
 +0 
 DEX 
 15 
 +2 
 +2 
 CON 
 10 
 +0 
 +0 
 
 
 INT 
 12 
 +1 
 +1 
 WIS 
 14 
 +2 
 +2 
 CHA 
 16 
 +3 
 +3 
 
 
 
**Skills** Deception +5, Insight +4, Investigation +5, Perception +6, Sleight of Hand +4, Stealth +6 
**Gear** Hand Crossbow, Shortsword, Thieves' Tools 
**Senses** Passive Perception 16 
**Languages** Common plus one other language 
**CR** 1 (XP 200; PB +2)
#### Actions
 
**_Shortsword._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 5 (1d6 + 2) Piercing damage plus 7 (2d6) Poison damage.
**_Hand Crossbow._** _Ranged Attack Roll:_ +4, range 30/120 ft. _Hit:_ 5 (1d6 + 2) Piercing damage plus 7 (2d6) Poison damage.
#### Bonus Actions
 
**_Cunning Action._** The spy takes the Dash, Disengage, or Hide action.
## Stirge
### Stirge",,,medium,or small humanoid,Neutral,12,27,6d8,"30 ft., Climb 30 ft.",10,15,10,12,14,16,1,Passive Perception 16,Common plus one other language,"Deception +5, Insight +4, Investigation +5, Perception +6, Sleight of Hand +4, Stealth +6"
stirge,5.5e,SRD,Stirge,,"_Tiny Monstrosity, Unaligned_
**AC** 13 **Initiative** +3 (13) 
**HP** 5 (2d4) 
**Speed** 10 ft., Fly 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 4 
 −3 
 −3 
 DEX 
 16 
 +3 
 +3 
 CON 
 11 
 +0 
 +0 
 
 
 INT 
 2 
 −4 
 −4 
 WIS 
 8 
 −1 
 −1 
 CHA 
 6 
 −2 
 −2 
 
 
 
**Senses** Darkvision 60 ft.; Passive Perception 9 
**Languages** None 
**CR** 1/8 (XP 25; PB +2)
#### Actions
 
**_Proboscis._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 6 (1d6 + 3) Piercing damage, and the stirge attaches to the target. While attached, the stirge can't make Proboscis attacks, and the target takes 5 (2d4) Necrotic damage at the start of each of the stirge's turns. 
 The stirge can detach itself by spending 5 feet of its movement. The target or a creature within 5 feet of it can detach the stirge as an action.
## Stone Giant
### Stone Giant",,,tiny,monstrosity,Unaligned,13,5,2d4,"10 ft., Fly 40 ft.",4,16,11,2,8,6,1/8,Darkvision 60 ft.; Passive Perception 9,None,
stone-giant,5.5e,SRD,Stone Giant,,"_Huge Giant, Neutral_
**AC** 17 **Initiative** +5 (15) 
**HP** 126 (11d12 + 55) 
**Speed** 40 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 23 
 +6 
 +6 
 DEX 
 15 
 +2 
 +5 
 CON 
 20 
 +5 
 +8 
 
 
 INT 
 10 
 +0 
 +0 
 WIS 
 12 
 +1 
 +4 
 CHA 
 9 
 -1 
 -1 
 
 
 
**Skills** Athletics +12, Perception +4, Stealth +5 
**Senses** Darkvision 60 ft.; Passive Perception 14 
**Languages** Giant 
**CR** 7 (XP 2,900; PB +3)
#### Actions
 
**_Multiattack._** The giant makes two attacks, using Stone Club or Boulder in any combination.
**_Stone Club._** _Melee Attack Roll:_ +9, reach 15 ft. _Hit:_ 22 (3d10 + 6) Bludgeoning damage.
**_Boulder._** _Ranged Attack Roll:_ +9, range 60/240 ft. _Hit:_ 15 (2d8 + 6) Bludgeoning damage. If the target is a Large or smaller creature, it has the Prone condition.
#### Reactions
 
**_Deflect Missile (Recharge 5–6)._** _Trigger:_ The giant is hit by a ranged attack roll and takes Bludgeoning, Piercing, or Slashing damage from it. _Response:_ The giant reduces the damage it takes from the attack by 11 (1d10 + 6), and if that damage is reduced to 0, the giant can redirect some of the attack's force. _Dexterity Saving Throw:_ DC 17, one creature the giant can see within 60 feet. _Failure:_ 11 (1d10 + 6) Force damage.
## Stone Golem
### Stone Golem",,,huge,giant,Neutral,17,126,11d12 + 55,40 ft.,23,15,20,10,12,9,7,Darkvision 60 ft.; Passive Perception 14,Giant,"Athletics +12, Perception +4, Stealth +5"
stone-golem,5.5e,SRD,Stone Golem,,"_Large Construct, Unaligned_
**AC** 18 **Initiative** +3 (13) 
**HP** 220 (21d10 + 105) 
**Speed** 30 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 22 
 +6 
 +6 
 DEX 
 9 
 -1 
 -1 
 CON 
 20 
 +5 
 +5 
 
 
 INT 
 3 
 -4 
 -4 
 WIS 
 11 
 +0 
 +0 
 CHA 
 1 
 -5 
 -5 
 
 
 
**Immunities** Poison, Psychic; Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned 
**Senses** Darkvision 120 ft.; Passive Perception 10 
**Languages** Understands Common plus two other languages but can't speak 
**CR** 10 (XP 5,900; PB +4)
#### Traits
 
**_Immutable Form._** The golem can't shape-shift.
**_Magic Resistance._** The golem has Advantage on saving throws against spells and other magical effects.
#### Actions
 
**_Multiattack._** The golem makes two attacks, using Slam or Force Bolt in any combination.
**_Slam._** _Melee Attack Roll:_ +10, reach 5 ft. _Hit:_ 15 (2d8 + 6) Bludgeoning damage plus 9 (2d8) Force damage.
**_Force Bolt._** _Ranged Attack Roll:_ +9, range 120 ft. _Hit:_ 22 (4d10) Force damage.
#### Bonus Actions
 
**_Slow (Recharge 5–6)._** The golem casts the _Slow_ spell, requiring no spell components and using Constitution as the spellcasting ability (spell save DC 17).
## Storm Giant
### Storm Giant",,,large,construct,Unaligned,18,220,21d10 + 105,30 ft.,22,9,20,3,11,1,10,Darkvision 120 ft.; Passive Perception 10,Understands Common plus two other languages but can't speak,
storm-giant,5.5e,SRD,Storm Giant,,"_Huge Giant, Chaotic Good_
**AC** 16 **Initiative** +7 (17) 
**HP** 230 (20d12 + 100) 
**Speed** 50 ft., Fly 25 ft. (hover), Swim 50 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 29 
 +9 
 +14 
 DEX 
 14 
 +2 
 +2 
 CON 
 20 
 +5 
 +10 
 
 
 INT 
 16 
 +3 
 +3 
 WIS 
 20 
 +5 
 +10 
 CHA 
 18 
 +4 
 +9 
 
 
 
**Skills** Arcana +8, Athletics +14, History +8, Perception +10 
**Resistances** Cold 
**Immunities** Lightning, Thunder 
**Senses** Darkvision 120 ft., Truesight 30 ft.; Passive Perception 20 
**Languages** Common, Giant 
**CR** 13 (XP 10,000; PB +5)
#### Traits
 
**_Amphibious._** The giant can breathe air and water.
#### Actions
 
**_Multiattack._** The giant makes two attacks, using Storm Sword or Thunderbolt in any combination.
**_Storm Sword._** _Melee Attack Roll:_ +14, reach 10 ft. _Hit:_ 23 (4d6 + 9) Slashing damage plus 13 (3d8) Lightning damage.
**_Thunderbolt._** _Ranged Attack Roll:_ +14, range 500 ft. _Hit:_ 22 (2d12 + 9) Lightning damage, and the target has the Blinded and Deafened conditions until the start of the giant's next turn.
**_Lightning Storm (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 18, each creature in a 10-foot-radius, 40-foot-high Cylinder originating from a point the giant can see within 500 feet. _Failure:_ 55 (10d10) Lightning damage. _Success:_ Half damage.
**_Spellcasting._** The giant casts one of the following spells, requiring no Material components and using Wisdom as the spellcasting ability (spell save DC 18): 
 **At Will:** Detect Magic, Light 
 **1/Day:** Control Weather
## Succubus
### Succubus",,,huge,giant,Chaotic Good,16,230,20d12 + 100,"50 ft., Fly 25 ft. (hover), Swim 50 ft.",29,14,20,16,20,18,13,"Darkvision 120 ft., Truesight 30 ft.; Passive Perception 20","Common, Giant","Arcana +8, Athletics +14, History +8, Perception +10"
succubus,5.5e,SRD,Succubus,,"_Medium Fiend, Neutral Evil_
**AC** 15 
**HP** 71 (13d8 + 13) 
**Speed** 30 ft., Fly 60 ft. 
 
 
 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 MOD 
 SAVE 
 
 
 
 
 STR 
 8 
 −1 
 −1 
 DEX 
 17 
 +3 
 +3 
 CON 
 13 
 +1 
 +1 
 
 
 INT 
 15 
 +2 
 +2 
 WIS 
 12 
 +1 
 +1 
 CHA 
 20 
 +5 
 +5 
 
 
 
**Skills** Deception +9, Insight +5, Perception +5, Persuasion +9, Stealth +7 
**Resistances** Cold, Fire, Poison, Psychic 
**Senses** Darkvision 60 ft.; Passive Perception 15 
**Languages** Abyssal, Common, Infernal; telepathy 60 ft. 
**CR** 4 (XP 1,100; PB +2)
**Initiative** +3 (13)
#### Traits
 
**_Incubus Form._** When the succubus finishes a Long Rest, it can shape-shift into an **Incubus**, using that stat block instead of this one.
#### Actions
 
**_Multiattack._** The succubus makes one Fiendish Touch attack and uses Charm or Draining Kiss.
**_Fiendish Touch._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 16 (2d10 + 5) Psychic damage.
**_Charm._** The succubus casts Dominate Person (level 8 version), requiring no spell components and using Charisma as the spellcasting ability (spell save DC 15).
**_Draining Kiss._** _Constitution Saving Throw:_ DC 15, one creature Charmed by the succubus within 5 feet. _Failure:_ 13 (3d8) Psychic damage. _Success:_ Half damage. _Failure or Success:_ The target's Hit Point maximum decreases by an amount equal to the damage taken.
#### Bonus Actions
 
**_Shape-Shift._** The succubus shape-shifts into a Medium or Small Humanoid, or it returns to its true form. Its game statistics are the same in each form, except its Fly Speed is available only in its true form. Any equipment it is wearing or carrying isn't transformed.
## Tarrasque
### Tarrasque",,,medium,fiend,Neutral Evil,15,71,13d8 + 13,"30 ft., Fly 60 ft.",8,17,13,15,12,20,4,Darkvision 60 ft.; Passive Perception 15,"Abyssal, Common, Infernal; telepathy 60 ft.","Deception +9, Insight +5, Perception +5, Persuasion +9, Stealth +7"
