#content-source: SRD 5.2.1
#content-systems: 5.5e
#content-url: https://dnd.wizards.com/resources/systems-reference-document
#content-license: CC-BY-4.0
#content-id: 019f6ae3-fb3a-7a28-894a-aedc0dd1440a
#content-updated-at: 2026-07-16
#content-hash: xxh64:dd9098d0cd39dc2e
id,name_en,name_uk,text_en,text_uk,effects,size,creature_type,alignment,ac,initiative,hp,hp_formula,speed,str,dex,con,int,wis,cha,str_save,dex_save,con_save,int_save,wis_save,cha_save,cr,resistances,immunities,vulnerabilities,gear,senses,languages,skills
efreeti,Efreeti,,"#### Traits

<hr>

**_Elemental Restoration._** If the efreeti dies outside the Elemental Plane of Fire, its body dissolves into ash, and it gains a new body in 1d4 days, reviving with all its Hit Points somewhere on the Plane of Fire.

**_Magic Resistance._** The efreeti has Advantage on saving throws against spells and other magical effects.

**_Wishes._** The efreeti has a 30 percent chance of knowing the _Wish_ spell. If the efreeti knows it, the efreeti can cast it only on behalf of a non-genie creature who communicates a wish in a way the efreeti can understand. If the efreeti casts the spell for the creature, the efreeti suffers none of the spell's stress. Once the efreeti has cast it three times, the efreeti can't do so again for 365 days.

#### Actions

<hr>

**_Multiattack._** The efreeti makes three attacks, using Heated Blade or Hurl Flame in any combination.

**_Heated Blade._** _Melee Attack Roll:_ +10, reach 5 ft. _Hit:_ 13 (2d6 + 6) Slashing damage plus 13 (2d12) Fire damage.

**_Hurl Flame._** _Ranged Attack Roll:_ +8, range 120 ft. _Hit:_ 24 (7d6) Fire damage.

**_Spellcasting._** The efreeti casts one of the following spells, requiring no Material components and using Charisma as the spellcasting ability (spell save DC 16):
 **At Will:** _Detect Magic, Elementalism_
 **1/Day Each:** _Gaseous Form, Invisibility, Major Image, Plane Shift, Tongues, Wall of Fire_ (level 7 version)",,,large,elemental (genie),Neutral,17,+1 (11),212,17d10 + 119,"40 ft., Fly 60 ft. (hover)",22,12,24,16,15,19,6,1,7,3,6,8,11,,Fire,,,Darkvision 120 ft.; Passive Perception 12,Primordial (Ignan),
erinyes,Erinyes,,"#### Traits

<hr>

**_Diabolical Restoration._** If the erinyes dies outside the Nine Hells, its body disappears in sulfurous smoke, and it gains a new body instantly, reviving with all its Hit Points somewhere in the Nine Hells.

**_Magic Resistance._** The erinyes has Advantage on saving throws against spells and other magical effects.

**_Magic Rope._** The erinyes has a magic rope. While bearing it, the erinyes can use the Entangling Rope action. The rope has AC 20, HP 90, and Immunity to Poison and Psychic damage. The rope turns to dust if reduced to 0 Hit Points, if it is 5+ feet away from the erinyes for 1 hour or more, or if the erinyes dies. If the rope is damaged or destroyed, the erinyes can fully restore it when finishing a Short or Long Rest.

#### Actions

<hr>

**_Multiattack._** The erinyes makes three Withering Sword attacks and can use Entangling Rope.

**_Withering Sword._** _Melee Attack Roll:_ +8, reach 5 ft. _Hit:_ 13 (2d8 + 4) Slashing damage plus 11 (2d10) Necrotic damage.

**_Entangling Rope (Requires Magic Rope)._** _Strength Saving Throw:_ DC 16, one creature the erinyes can see within 120 feet. _Failure:_ 14 (4d6) Force damage, and the target has the Restrained condition until the rope is destroyed, the erinyes uses a Bonus Action to release the target, or the erinyes uses Entangling Rope again.

#### Reactions

<hr>

**_Parry._** _Trigger:_ The erinyes is hit by a melee attack roll while holding a weapon. _Response:_ The erinyes adds 4 to its AC against that attack, possibly causing it to miss.",,,medium,fiend (devil),Lawful Evil,18,+7 (17),178,21d8 + 84,"30 ft., Fly 60 ft.",18,16,18,14,14,18,4,7,8,2,2,8,12,Cold,"Fire, Poison; Poisoned",,,Truesight 120 ft.; Passive Perception 16,Infernal; telepathy 120 ft.,"Perception +6, Persuasion +8"
ettercap,Ettercap,,"#### Traits

<hr>

**_Spider Climb._** The ettercap can climb difficult surfaces, including along ceilings, without needing to make an ability check.

**_Web Walker._** The ettercap ignores movement restrictions caused by webs, and the ettercap knows the location of any other creature in contact with the same web.

#### Actions

<hr>

**_Multiattack._** The ettercap makes one Bite attack and one Claw attack.

**_Bite._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 5 (1d6 + 2) Piercing damage plus 2 (1d4) Poison damage, and the target has the Poisoned condition until the start of the ettercap's next turn.

**_Claw._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 7 (2d4 + 2) Slashing damage.

**_Web Strand (Recharge 5–6)._** _Dexterity Saving Throw:_ DC 12, one Large or smaller creature the ettercap can see within 30 feet. _Failure:_ The target has the Restrained condition until the web is destroyed (AC 10; HP 5; Vulnerability to Fire damage; Immunity to Bludgeoning, Poison, and Psychic damage).

#### Bonus Actions

<hr>

**_Reel._** The ettercap pulls one creature within 30 feet of itself that is Restrained by its Web Strand up to 25 feet straight toward itself.",,,medium,monstrosity,Neutral Evil,13,+2 (12),44,8d8 + 8,"30 ft., Climb 30 ft.",14,15,13,7,12,8,2,2,1,-2,1,-1,2,,,,,Darkvision 60 ft.; Passive Perception 13,None,"Perception +3, Stealth +4, Survival +3"
ettin,Ettin,,"#### Actions

<hr>

**_Multiattack._** The ettin makes one Battleaxe attack and one Morningstar attack.

**_Battleaxe._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 14 (2d8 + 5) Slashing damage. If the target is a Large or smaller creature, it has the Prone condition.

**_Morningstar._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 14 (2d8 + 5) Piercing damage, and the target has Disadvantage on the next attack roll it makes before the end of its next turn.",,,large,giant,Chaotic Evil,12,−1 (9),85,10d10 + 30,40 ft.,21,8,17,6,10,8,5,-1,3,-2,0,-1,4,,"Blinded, Charmed, Deafened, Frightened, Stunned, Unconscious",,"Battleaxe, Morningstar",Darkvision 60 ft.; Passive Perception 14,Giant,Perception +4
fire_elemental,Fire Elemental,,"#### Traits

<hr>

**_Fire Aura._** At the end of each of the elemental's turns, each creature in a 10-foot Emanation originating from the elemental takes 5 (1d10) Fire damage. Creatures and flammable objects in the Emanation start burning.

**_Fire Form._** The elemental can move through a space as narrow as 1 inch without expending extra movement to do so, and it can enter a creature's space and stop there. The first time it enters a creature's space on a turn, that creature takes 5 (1d10) Fire damage.

**_Illumination._** The elemental sheds Bright Light in a 30-foot radius and Dim Light for an additional 30 feet.

**_Water Susceptibility._** The elemental takes 3 (1d6) Cold damage for every 5 feet the elemental moves in water or for every gallon of water splashed on it.

#### Actions

<hr>

**_Multiattack._** The elemental makes two Burn attacks.

**_Burn._** _Melee Attack Roll:_ +6, reach 5 ft. _Hit:_ 10 (2d6 + 3) Fire damage. If the target is a creature or a flammable object, it starts burning.",,,large,elemental,Neutral,13,+3 (13),93,11d10 + 33,50 ft.,10,17,16,6,10,7,0,3,3,-2,0,-2,5,"Bludgeoning, Piercing, Slashing","Fire, Poison; Exhaustion, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained, Unconscious",,,Darkvision 60 ft.; Passive Perception 10,Primordial (Ignan),
fire_giant,Fire Giant,,"#### Actions

<hr>

**_Multiattack._** The giant makes two attacks, using Flame Sword or Hammer Throw in any combination.

**_Flame Sword._** _Melee Attack Roll:_ +11, reach 10 ft. _Hit:_ 21 (4d6 + 7) Slashing damage plus 10 (3d6) Fire damage.

**_Hammer Throw._** _Ranged Attack Roll:_ +11, range 60/240 ft. _Hit:_ 23 (3d10 + 7) Bludgeoning damage plus 4 (1d8) Fire damage, and the target is pushed up to 15 feet straight away from the giant and has Disadvantage on the next attack roll it makes before the end of its next turn.",,,huge,giant,Lawful Evil,18,+3 (13),162,13d12 + 78,30 ft.,25,9,23,10,14,13,7,3,10,0,2,5,9,,Fire,,,Passive Perception 16,Giant,"Athletics +11, Perception +6"
flesh_golem,Flesh Golem,,"#### Traits

<hr>

**_Aversion to Fire._** If the golem takes Fire damage, it has Disadvantage on attack rolls and ability checks until the end of its next turn.

**_Berserk._** Whenever the golem starts its turn Bloodied, roll 1d6. On a 6, the golem goes berserk. On each of its turns while berserk, the golem attacks the nearest creature it can see. If no creature is near enough to move to and attack, the golem attacks an object. Once the golem goes berserk, it remains so until it is destroyed or it is no longer Bloodied.
 The golem's creator, if within 60 feet of the berserk golem, can try to calm it by taking an action to make a DC 15 Charisma (Persuasion) check; the golem must be able to hear its creator. If this check succeeds, the golem ceases being berserk until the start of its next turn, at which point it resumes rolling for the Berserk trait again if it is still Bloodied.

**_Immutable Form._** The golem can't shape-shift.

**_Lightning Absorption._** Whenever the golem is subjected to Lightning damage, it regains a number of Hit Points equal to the Lightning damage dealt.

**_Magic Resistance._** The golem has Advantage on saving throws against spells and other magical effects.

#### Actions

<hr>

**_Multiattack._** The golem makes two Slam attacks.

**_Slam._** _Melee Attack Roll:_ +7, reach 5 ft. _Hit:_ 13 (2d8 + 4) Bludgeoning damage plus 4 (1d8) Lightning damage.",,,medium,construct,Neutral,9,−1 (9),127,15d8 + 60,30 ft.,19,9,18,6,10,5,4,-1,4,-2,0,-3,5,,"Lightning, Poison; Charmed, Exhaustion, Frightened, Paralyzed, Petrified, Poisoned",,,Darkvision 60 ft.; Passive Perception 10,Understands Common plus one other language but can't speak,
frost_giant,Frost Giant,,"#### Actions

<hr>

**_Multiattack._** The giant makes two attacks, using Frost Axe or Great Bow in any combination.

**_Frost Axe._** _Melee Attack Roll:_ +9, reach 10 ft. _Hit:_ 19 (2d12 + 6) Slashing damage plus 9 (2d8) Cold damage.

**_Great Bow._** _Ranged Attack Roll:_ +9, range 150/600 ft. _Hit:_ 17 (2d10 + 6) Piercing damage plus 7 (2d6) Cold damage, and the target's Speed decreases by 10 feet until the end of its next turn.

#### Bonus Actions

<hr>

**_War Cry (Recharge 5–6)._** The giant or one creature of its choice that can see or hear it gains 16 (2d10 + 5) Temporary Hit Points and has Advantage on attack rolls until the start of the giant's next turn.",,,huge,giant,Neutral Evil,15,+2 (12),149,13d12 + 65,40 ft.,23,9,21,9,10,12,6,-1,8,-1,3,4,8,,Cold,,,Passive Perception 13,Giant,"Athletics +9, Perception +3"
shrieker_fungus,Shrieker Fungus,,"#### Reactions

<hr>

**_Shriek._** _Trigger:_ A creature or a source of Bright Light moves within 30 feet of the shrieker. _Response:_ The shrieker emits a shriek audible within 300 feet of itself for 1 minute or until the shrieker dies.",,,medium,plant,Unaligned,5,−5 (5),13,3d8,5 ft.,1,1,10,1,3,1,-5,-5,0,-5,-4,-5,0,,"Blinded, Charmed, Deafened, Frightened",,,Blindsight 30 ft.; Passive Perception 6,None,
violet_fungus,Violet Fungus,,"#### Actions

<hr>

**_Multiattack._** The fungus makes two Rotting Touch attacks.

**_Rotting Touch._** _Melee Attack Roll:_ +2, reach 10 ft. _Hit:_ 4 (1d8) Necrotic damage.",,,medium,plant,Unaligned,5,−5 (5),18,4d8,5 ft.,3,1,10,1,3,1,-4,-5,0,-5,-4,-5,1/4,,"Blinded, Charmed, Deafened, Frightened",,,Blindsight 30 ft.; Passive Perception 6,None,
gargoyle,Gargoyle,,"#### Traits

<hr>

**_Flyby._** The gargoyle doesn't provoke an Opportunity Attack when it flies out of an enemy's reach.

#### Actions

<hr>

**_Multiattack._** The gargoyle makes two Claw attacks.

**_Claw._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 7 (2d4 + 2) Slashing damage.",,,medium,elemental,Chaotic Evil,15,+2 (12),67,9d8 + 27,"30 ft., Fly 60 ft.",15,11,16,6,11,7,2,0,3,-2,0,-2,2,,"Poison; Exhaustion, Petrified, Poisoned",,,Darkvision 60 ft.; Passive Perception 10,Primordial (Terran),Stealth +4
gelatinous_cube,Gelatinous Cube,,"#### Traits

<hr>

**_Ooze Cube._** The cube fills its entire space and is transparent. Other creatures can enter that space, but a creature that does so is subjected to the cube's Engulf and has Disadvantage on the saving throw.
 Creatures inside the cube have Total Cover, and the cube can hold one Large creature or up to four Medium or Small creatures inside itself at a time.
 As an action, a creature within 5 feet of the cube can pull a creature or an object out of the cube by succeeding on a DC 12 Strength (Athletics) check, and the puller takes 10 (3d6) Acid damage.

**_Transparent._** Even when the cube is in plain sight, a creature must succeed on a DC 15 Wisdom (Perception) check to notice the cube if the creature hasn't witnessed the cube move or otherwise act.

#### Actions

<hr>

**_Pseudopod._** _Melee Attack Roll:_ +4, reach 5 ft. _Hit:_ 12 (3d6 + 2) Acid damage.

**_Engulf._** The cube moves up to its Speed without provoking Opportunity Attacks. The cube can move through the spaces of Large or smaller creatures if it has room inside itself to contain them (see the Ooze Cube trait). _Dexterity Saving Throw:_ DC 12, each creature whose space the cube enters for the first time during this move. _Failure:_ 10 (3d6) Acid damage, and the target is engulfed. An engulfed target is suffocating, can't cast spells with a Verbal component, has the Restrained condition, and takes 10 (3d6) Acid damage at the start of each of the cube's turns. When the cube moves, the engulfed target moves with it. An engulfed target can try to escape by taking an action to make a DC 12 Strength (Athletics) check. On a successful check, the target escapes and enters the nearest unoccupied space. _Success:_ Half damage, and the target moves to an unoccupied space within 5 feet of the cube. If there is no unoccupied space, the target fails the save instead.",,,large,ooze,Unaligned,6,−4 (6),63,6d10 + 30,15 ft.,14,3,20,1,6,1,2,-4,5,-5,-2,-5,2,,"Acid; Blinded, Charmed, Deafened, Exhaustion, Frightened, Prone",,,Blindsight 60 ft.; Passive Perception 8,None,
ghast,Ghast,,"#### Traits

<hr>

**_Stench._** _Constitution Saving Throw:_ DC 10, any creature that starts its turn in a 5-foot Emanation originating from the ghast. _Failure:_ The target has the Poisoned condition until the start of its next turn. _Success:_ The target is immune to this ghast's Stench for 24 hours.

#### Actions

<hr>

**_Bite._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 7 (1d8 + 3) Piercing damage plus 9 (2d8) Necrotic damage.

**_Claw._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 10 (2d6 + 3) Slashing damage. If the target is a non-Undead creature, it is subjected to the following effect. _Constitution Saving Throw:_ DC 10. _Failure:_ The target has the Paralyzed condition until the end of its next turn.",,,medium,undead,Chaotic Evil,13,+3 (13),36,8d8,30 ft.,16,17,10,11,10,8,3,3,0,0,2,-1,2,Necrotic,"Poison; Charmed, Exhaustion, Poisoned",,,Darkvision 60 ft.; Passive Perception 10,Common,
ghost,Ghost,,"#### Traits

<hr>

**_Ethereal Sight._** The ghost can see 60 feet into the Ethereal Plane when it is on the Material Plane.

**_Incorporeal Movement._** The ghost can move through other creatures and objects as if they were Difficult Terrain. It takes 5 (1d10) Force damage if it ends its turn inside an object.

#### Actions

<hr>

**_Multiattack._** The ghost makes two Withering Touch attacks.

**_Withering Touch._** _Melee Attack Roll:_ +5, reach 5 ft. _Hit:_ 19 (3d10 + 3) Necrotic damage.

**_Etherealness._** The ghost casts the _Etherealness_ spell, requiring no spell components and using Charisma as the spellcasting ability. The ghost is visible on the Material Plane while on the Border Ethereal and vice versa, but it can't affect or be affected by anything on the other plane.

**_Horrific Visage._** _Wisdom Saving Throw:_ DC 13, each creature in a 60-foot Cone that can see the ghost and isn't an Undead. _Failure:_ 10 (2d6 + 3) Psychic damage, and the target has the Frightened condition until the start of the ghost's next turn. _Success:_ The target is immune to this ghost's Horrific Visage for 24 hours.

**_Possession (Recharge 6)._** _Charisma Saving Throw:_ DC 13, one Humanoid the ghost can see within 5 feet. _Failure:_ The target is possessed by the ghost; the ghost disappears, and the target has the Incapacitated condition and loses control of its body. The ghost now controls the body, but the target retains awareness. The ghost can't be targeted by any attack, spell, or other effect, except ones that specifically target Undead. The ghost's game statistics are the same, except it uses the possessed target's Speed, as well as the target's Strength, Dexterity, and Constitution modifiers.
 The possession lasts until the body drops to 0 Hit Points or the ghost leaves as a Bonus Action. When the possession ends, the ghost appears in an unoccupied space within 5 feet of the target, and the target is immune to this ghost's Possession for 24 hours.
 _Success:_ The target is immune to this ghost's Possession for 24 hours.",,,medium,undead,Neutral,11,+1 (11),45,10d8,"5 ft., Fly 40 ft. (hover)",7,13,10,10,12,17,-2,1,0,0,1,3,4,"Acid, Bludgeoning, Cold, Fire, Lightning, Piercing, Slashing, Thunder","Necrotic, Poison; Charmed, Exhaustion, Frightened, Grappled, Paralyzed, Petrified, Poisoned, Prone, Restrained",,,Darkvision 60 ft.; Passive Perception 11,Common plus one other language,
